epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
97,10641.2,1.45793,0.9761,0.88996,0.44998,0.34507,0.34631,0.19921,1.41754,1.00662,0.89169,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
98,10750.1,1.45223,0.97657,0.88998,0.45423,0.34448,0.3471,0.20045,1.41555,1.00589,0.89138,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985,0.0155955,0.0051985
99,10859.4,1.45721,0.97941,0.89189,0.45663,0.34215,0.34715,0.20052,1.41359,1.00473,0.89123,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
100,10967.7,1.46161,0.98257,0.89011,0.45067,0.34388,0.34766,0.20073,1.41388,1.00599,0.89118,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995,0.0152985,0.0050995
101,11076.3,1.45432,0.97452,0.88964,0.45685,0.34064,0.34613,0.19989,1.41677,1.00566,0.89174,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
102,11185.4,1.45559,0.9755,0.88911,0.46177,0.33779,0.34695,0.19991,1.415,1.00485,0.89133,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005,0.0150015,0.0050005
103,11294.4,1.44943,0.97037,0.88983,0.45719,0.3407,0.34695,0.20014,1.41311,1.00481,0.89092,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
104,11403.8,1.4506,0.97043,0.88829,0.46805,0.34034,0.34863,0.20078,1.41347,1.00348,0.89108,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015,0.0147045,0.0049015
105,11513.2,1.44899,0.96996,0.88761,0.46951,0.33919,0.34766,0.20024,1.41415,1.00406,0.8909,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
106,11621.9,1.44671,0.96831,0.88835,0.46658,0.34274,0.34777,0.20006,1.41406,1.00432,0.89075,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
107,11730.8,1.4524,0.96966,0.88779,0.46823,0.34049,0.34726,0.20039,1.41536,1.00508,0.89099,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
108,11840.5,1.43492,0.95838,0.88787,0.46623,0.33863,0.3467,0.20003,1.41474,1.00467,0.89107,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035,0.0141105,0.0047035
109,11949.4,1.43694,0.95829,0.88647,0.46058,0.34249,0.34752,0.20071,1.41373,1.0043,0.89105,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
110,12058.6,1.44323,0.96256,0.88953,0.45837,0.3462,0.34952,0.20119,1.41416,1.00337,0.89108,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045,0.0138135,0.0046045
111,12167.7,1.44451,0.96028,0.88647,0.45232,0.34615,0.34844,0.20109,1.41386,1.00364,0.89114,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,12276.4,1.43971,0.96116,0.88815,0.45283,0.34696,0.34793,0.20085,1.41477,1.00534,0.89139,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,12387.6,1.44595,0.96279,0.88785,0.44903,0.34961,0.34864,0.20108,1.416,1.00496,0.89132,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,12497.1,1.44234,0.95929,0.88777,0.45021,0.35033,0.34988,0.20161,1.41591,1.00381,0.89143,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,12607,1.44078,0.95668,0.88527,0.4591,0.34713,0.3493,0.20126,1.41549,1.00331,0.8912,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,12716.6,1.43907,0.95828,0.88633,0.45896,0.34777,0.34959,0.20098,1.41348,1.00307,0.89111,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,12825.2,1.44013,0.95189,0.88494,0.45776,0.34856,0.35069,0.20183,1.41233,1.00223,0.89104,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,12934.8,1.44548,0.95726,0.88616,0.46085,0.34646,0.35019,0.2016,1.41129,1.00119,0.89109,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,13044.1,1.44283,0.95406,0.88641,0.45669,0.34899,0.34995,0.20189,1.41129,1.00186,0.89106,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,13153,1.42963,0.94784,0.88462,0.45314,0.35066,0.34991,0.20169,1.41157,1.00185,0.89116,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,13260.9,1.43084,0.94671,0.88601,0.45001,0.35185,0.34956,0.20188,1.41206,1.00235,0.89121,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,13369.8,1.43432,0.94816,0.88441,0.44864,0.35155,0.34985,0.20168,1.41175,1.00252,0.89127,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,13478.4,1.42422,0.94509,0.88551,0.44839,0.35021,0.34932,0.20176,1.41197,1.00226,0.89137,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,13587.2,1.43992,0.95071,0.88477,0.44592,0.3502,0.34988,0.20187,1.41105,1.00249,0.89104,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,13696.3,1.43625,0.94825,0.88535,0.45311,0.34736,0.34965,0.20159,1.41131,1.0029,0.89114,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,13805.8,1.42617,0.94158,0.88447,0.45169,0.34605,0.3492,0.20185,1.41094,1.00336,0.89124,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
